texto,tipo,gravidade,origem
meu companheiro me disse que conhece pessoas que podem me fazer desaparecer,psicologica,alta,violencia_2000
meu marido me forçou a ter relações como parte de acordo por não me agredir,sexual,alta,violencia_2000
meu namorado não me deixa ter reserva financeira separada,patrimonial,baixa,violencia_2000
meu marido me bateu com o cinto da calça até eu sangrar,fisica,alta,violencia_2000
ele reclama muito do jeito que eu faço as coisas em casa,psicologica,baixa,violencia_2000
ele me forçou a praticar atos sexuais que eu nunca concordei,sexual,alta,violencia_2000
meu namorado faz comentários negativos sobre minha família quando brigamos,psicologica,baixa,violencia_2000
meu marido inventou que eu tenho caso com o chefe para me prejudicar,moral,alta,violencia_2000
meu namorado me cobra explicações sobre meu passado sentimental,sexual,baixa,violencia_2000
ele me critica pela forma como me relaciono com as pessoas,moral,baixa,violencia_2000
ele me chama de louca quando conto para os outros o que ele faz,psicologica,media,violencia_2000
ele diz que sou louca e que preciso de ajuda psicológica quando reclamo,psicologica,media,violencia_2000
meu marido me humilha nas redes sociais publicamente com mentiras,moral,alta,violencia_2000
ele me obrigou a participar de situações sexuais que me traumatizaram,sexual,alta,violencia_2000
"ele me monitora 24 horas, colocou câmera no quarto sem eu saber",psicologica,alta,violencia_2000
"ele me bateu quando bêbado, me humilha na frente dos filhos e me mantém dependente",mista,media,violencia_2000
meu companheiro destruiu meu violão que era presente do meu pai,patrimonial,media,violencia_2000
ele não me deixa ter acesso ao nosso dinheiro conjunto,patrimonial,media,violencia_2000
meu companheiro me deu um soco no ombro que doeu muito,fisica,media,violencia_2000
"meu namorado me empurrou, me chama de louca e me mantém sem dinheiro",mista,media,violencia_2000
ele me bloqueou na cozinha com o corpo,fisica,baixa,violencia_2000
"ele me espancou, destruiu todos meus documentos e disse que vai me matar se eu sair",mista,alta,violencia_2000
meu companheiro inventou que tenho problema mental para que ninguém me acredite,moral,alta,violencia_2000
"meu marido me deu um empurrão leve na briga, me diminui e controla meu salário",mista,baixa,violencia_2000
ele me puxou pelo braço durante uma discussão,fisica,baixa,violencia_2000
ele compartilhou fotos íntimas minhas com familiares para me envergonhar,sexual,alta,violencia_2000
ele não me deixa frequentar a igreja,psicologica,media,violencia_2000
"meu marido me sacudiu, me chama de louca e não me deixa trabalhar",mista,media,violencia_2000
"ele me empurrou uma vez leve, faz piadinhas sobre minha inteligência e controla dinheiro",mista,baixa,violencia_2000
ele me bateu com a sandália quando tentei sair,fisica,media,violencia_2000
meu companheiro me ofende com apelidos humilhantes,moral,media,violencia_2000
ele fica com ciúme quando recebo atenção de familiares,psicologica,baixa,violencia_2000
meu marido fica com ciúme do tempo que passo com meus filhos de outro relacionamento,psicologica,baixa,violencia_2000
ele reclama quando compro roupas sem mostrar para ele antes,patrimonial,baixa,violencia_2000
"ele me bateu, me forçou sexualmente e ameaça divulgar vídeo que gravou sem minha permissão",mista,alta,violencia_2000
ele esconde as chaves de casa para que eu não possa sair,patrimonial,media,violencia_2000
ele me difamou para toda a turma da escola dos filhos,moral,alta,violencia_2000
"meu namorado me deu um tapa, destruiu meu notebook e me ameaçou se eu contasse",mista,media,violencia_2000
"ele me puxou leve, faz comentários negativos e controla quanto gasto",mista,baixa,violencia_2000
ele espalhou mentiras sobre mim na escola dos meus filhos,moral,alta,violencia_2000
ele quer ter acesso à minha conta do mercado livre,patrimonial,baixa,violencia_2000
"meu companheiro me puxou a mão, não me deixa trabalhar sem dizer onde vai e me critica",mista,baixa,violencia_2000
meu companheiro me enviou foto com arma apontada para si mesmo como ameaça,psicologica,alta,violencia_2000
"ele me humilha na frente dos filhos, me toma dinheiro e às vezes me empurra",mista,media,violencia_2000
meu marido me pressiona a ter relações mesmo quando estou menstruada,sexual,media,violencia_2000
ele me deu uma surra com chicote que me deixou com marcas nas costas,fisica,alta,violencia_2000
ele conta para os amigos sobre minhas dificuldades sem minha autorização,moral,baixa,violencia_2000
ele me abusou sexualmente na frente do nosso filho pequeno,sexual,alta,violencia_2000
ele fica desconfiado de qualquer homem que fala comigo,psicologica,media,violencia_2000
ele não me dá dinheiro suficiente para as despesas da casa,patrimonial,media,violencia_2000
meu marido faz comentários depreciativos sobre meu jeito de ser,moral,baixa,violencia_2000
"ele me puxou leve, faz comentários ruins e controla quanto gasto por mês",mista,baixa,violencia_2000
meu companheiro destruiu meus trabalhos artísticos por raiva,patrimonial,media,violencia_2000
"meu marido me empurrou levemente, não me dá dinheiro para gastos pessoais e me critica",mista,baixa,violencia_2000
meu companheiro não me deixa ter seguro de vida próprio,patrimonial,baixa,violencia_2000
ele destruiu meu livro de clientes que eu levei anos para construir,patrimonial,alta,violencia_2000
meu marido me empurrou e caí no chão,fisica,media,violencia_2000
meu companheiro comenta negativamente sobre minhas escolhas culinarias,moral,baixa,violencia_2000
"meu namorado me puxou pelo braço, me xinga de burra e não me deixa ter renda",mista,media,violencia_2000
ele comenta negativamente sobre como me relaciono com minha família,moral,baixa,violencia_2000
"meu companheiro me puxou os cabelos, me xinga e não me dá dinheiro suficiente",mista,media,violencia_2000
ele conta histórias embaraçosas sobre mim para os amigos,moral,media,violencia_2000
meu companheiro grita comigo na frente dos filhos e me diminui,psicologica,media,violencia_2000
meu namorado fica comentando sobre outras mulheres de forma que me deixa mal,sexual,baixa,violencia_2000
ele reclama quando não consigo fazer tudo que ele pede,psicologica,baixa,violencia_2000
"meu namorado me segurou pelo ombro, quer saber onde estou e faz comentários ruins",mista,baixa,violencia_2000
meu marido me pressiona a usar roupas que me deixam desconfortável,sexual,baixa,violencia_2000
meu marido faz comentários negativos sobre minhas amizades,moral,baixa,violencia_2000
meu namorado não me deixa ter limite de crédito alto sem sua aprovação,patrimonial,baixa,violencia_2000
"ele me deu um cutucão, faz piadinhas sobre minha inteligência e não me deixa gastar",mista,baixa,violencia_2000
ele me deixou sem dinheiro e sem comida para mim e para os filhos,patrimonial,alta,violencia_2000
meu marido faz comentários sarcásticos sobre minhas ideias,moral,baixa,violencia_2000
meu marido me diz que sem ele eu não sobrevivo,psicologica,media,violencia_2000
meu companheiro me bateu com a mangueira de jardim,fisica,alta,violencia_2000
ele me tirou o emprego ao ligar mentindo para meu chefe,patrimonial,alta,violencia_2000
meu marido me empurrou e eu fui parar no jardim,fisica,media,violencia_2000
ele me faz sentir julgada por minha forma de me relacionar com minha sexualidade,sexual,baixa,violencia_2000
"ele me puxou pelo braço leve, me xinga às vezes e quer saber tudo que faço",mista,baixa,violencia_2000
meu marido diz que todo casal normal tem relações sempre que o marido quer,sexual,media,violencia_2000
meu namorado me humilha comparando com outras mulheres que ele conhece,moral,media,violencia_2000
meu companheiro me jogou no chão durante uma briga de casal,fisica,media,violencia_2000
ele me cutucou no braço repetidamente durante a discussão,fisica,baixa,violencia_2000
ele conta para amigos situações privadas que me causam constrangimento,moral,baixa,violencia_2000
meu companheiro me bloqueou de todos os serviços bancários que eu precisava,patrimonial,alta,violencia_2000
meu companheiro diz que as minhas amigas são más influências,psicologica,media,violencia_2000
"ele me puxou a roupa leve, me xinga às vezes e controla o que faço",mista,baixa,violencia_2000
meu companheiro jogou um objeto em minha direção mas não me acertou,fisica,baixa,violencia_2000
"ele me espancou repetidamente, tirou todo meu dinheiro e me ameaça de morte toda semana",mista,alta,violencia_2000
ele me empurrou para o quarto com força,fisica,baixa,violencia_2000
ele me diminui dizendo que sou uma mulher sem valor,moral,media,violencia_2000
ele me bateu levemente no ombro enquanto reclamava,fisica,baixa,violencia_2000
meu companheiro me forçou a fazer coisas que me causaram dor física,sexual,alta,violencia_2000
ele me critica pelo que coloco na rede social,moral,baixa,violencia_2000
ele me pede para prestar contas do que gasto mas não faz o mesmo,patrimonial,baixa,violencia_2000
ele força situações íntimas que eu não me sinto confortável,sexual,media,violencia_2000
meu namorado me empurrou durante a discussão na rua,fisica,media,violencia_2000
meu marido reclama quando não faço o que ele planejou sem me consultar,psicologica,baixa,violencia_2000
meu companheiro me manda conteúdo adulto sem eu pedir,sexual,baixa,violencia_2000
meu marido faz piadas sobre minha forma de pensar,moral,baixa,violencia_2000
ele me violentou sexualmente enquanto eu dormia ao seu lado,sexual,alta,violencia_2000
meu namorado não me deixa usar meu dinheiro para ajudar minha mãe,patrimonial,baixa,violencia_2000
ele faz comentários sobre outras mulheres de forma que me incomoda,sexual,baixa,violencia_2000
ele me abusou sexualmente quando estávamos brigados e eu não queria,sexual,alta,violencia_2000
meu namorado faz piadinhas sobre meu peso que me incomodam,moral,baixa,violencia_2000
ele me diz que tudo que tenho foi ele que me deu,psicologica,media,violencia_2000
"ele me humilha, não me deixa trabalhar e me agrediu fisicamente duas vezes",mista,media,violencia_2000
meu companheiro me enviou endereço da escola dos meus filhos como ameaça,psicologica,alta,violencia_2000
ele me isola dos meus amigos dizendo que eles são má influência,psicologica,media,violencia_2000
ele não gosta quando tomo decisões importantes sem consultá-lo primeiro,psicologica,baixa,violencia_2000
ele quebrou a televisão na briga da semana passada,patrimonial,media,violencia_2000
"ele me bateu, destruiu meu negócio e disse que vai me matar se eu pedir divórcio",mista,alta,violencia_2000
meu namorado aparece no meu trabalho para me controlar,psicologica,media,violencia_2000
ele me deu uma facada no braço durante a discussão,fisica,alta,violencia_2000
ele faz comentários que me fazem sentir que não tenho valor,psicologica,baixa,violencia_2000
meu companheiro vendeu meus móveis sem me contar,patrimonial,alta,violencia_2000
meu companheiro disse que vai me destruir se eu contar para a polícia,psicologica,alta,violencia_2000
ele me estrangulou e eu quase morri,fisica,alta,violencia_2000
"ele me espancou, me forçou a assinar transferência de bens e me ameaça de morte todo dia",mista,alta,violencia_2000
ele quer controlar quanto gasto com alimentação dos filhos,patrimonial,baixa,violencia_2000
ele me difamou nas redes sociais com mentiras que muitas pessoas acreditaram,moral,alta,violencia_2000
meu marido me bateu na perna com o cinto,fisica,media,violencia_2000
"meu companheiro me empurrou, espalhou mentiras sobre mim e não me dá dinheiro",mista,media,violencia_2000
meu companheiro não paga as despesas e me deixa endividada,patrimonial,media,violencia_2000
"ele me agrediu, forçou relação sexual e ameaça publicar minhas fotos se eu denunciar",mista,alta,violencia_2000
"meu marido me agrediu fisicamente, espalhou mentiras para me demitir e me ameaça",mista,alta,violencia_2000
meu marido me disse que vai me fazer passar por insana se eu o denunciar,psicologica,alta,violencia_2000
ele me pressiona a assistir coisas que me deixam desconfortável,sexual,baixa,violencia_2000
ele me ameaça me tirar a guarda dizendo que vai provar que sou louca,psicologica,alta,violencia_2000
meu companheiro reclama quando converso sobre assuntos que ele não entende,psicologica,baixa,violencia_2000
meu companheiro me espancou na rua na frente de testemunhas,fisica,alta,violencia_2000
meu companheiro me difamou em grupo de moradores para me isolar,moral,alta,violencia_2000
ele faz comparações sexuais que me deixam mal,sexual,baixa,violencia_2000
meu marido reclama quando compro eletrônicos para uso pessoal,patrimonial,baixa,violencia_2000
ele conta histórias engraçadas sobre mim sem minha permissão,moral,baixa,violencia_2000
ele fica com meu dinheiro e às vezes me xinga durante as brigas,mista,baixa,violencia_2000
"ele me bateu quando estava bêbado, me toma todo o salário e me diminui",mista,media,violencia_2000
ele me toca de forma inadequada mesmo sabendo que não gosto,sexual,baixa,violencia_2000
meu companheiro me mordeu e deixou marcas pelo corpo,fisica,alta,violencia_2000
meu companheiro critica publicamente meu senso de humor,moral,baixa,violencia_2000
meu companheiro me deu um tapa quando reclamei da bebida,fisica,media,violencia_2000
meu marido não me deixa ir ao médico sem ele presente,psicologica,media,violencia_2000
ele não gosta quando gasto dinheiro em passeios com os filhos sem ele,patrimonial,baixa,violencia_2000
meu companheiro saiu com todo o dinheiro da casa e eu fiquei sem nada,patrimonial,alta,violencia_2000
meu companheiro quer controlar meus gastos com saúde,patrimonial,baixa,violencia_2000
ele me faz sentir que preciso performar sexualidade que não tenho,sexual,baixa,violencia_2000
meu marido me bate quando está alcoolizado,fisica,media,violencia_2000
meu companheiro faz comentários que me fazem sentir menos capaz,psicologica,baixa,violencia_2000
ele me empurrou e eu bati com a cabeça no armário,fisica,media,violencia_2000
ele conta para a família situações íntimas que me constrangem,moral,baixa,violencia_2000
ele reclama quando gasto com plataformas de entretenimento,patrimonial,baixa,violencia_2000
ele me impediu de trabalhar e eu perdi o contrato,patrimonial,alta,violencia_2000
"ele controla tudo que eu faço, com quem falo e o que visto",psicologica,media,violencia_2000
meu marido me humilha dizendo que sou uma vergonha para a família,moral,media,violencia_2000
"ele me cutucou, faz comentários ruins e não me deixa ter acesso ao salário",mista,baixa,violencia_2000
meu companheiro me faz comentários sobre como eu me relaciono sexualmente,sexual,baixa,violencia_2000
meu namorado fica verificando se minha roupa está adequada,psicologica,media,violencia_2000
ele insiste mesmo quando estou claramente indisposta,sexual,media,violencia_2000
"ele me bateu uma vez, me isola da família e me diminui constantemente",mista,media,violencia_2000
ele me puxou pelo braço com força durante a discussão,fisica,media,violencia_2000
ele comenta negativamente sobre minhas decisões na frente de outros,moral,baixa,violencia_2000
meu companheiro me abusou sexualmente aproveitando que eu estava dormindo,sexual,alta,violencia_2000
"meu marido me agrediu, destruiu meu equipamento e me ameaça de morte se eu denunciar",mista,alta,violencia_2000
ele jogou o controle remoto na minha direção mas não me acertou,fisica,baixa,violencia_2000
"ele me espancou e filmou pra me chantagear, me xinga e tirou todo meu dinheiro",mista,alta,violencia_2000
meu marido me empurrou quando eu tentei falar com ele,fisica,media,violencia_2000
ele me empurrou levemente ao entrar em casa depois de beber,fisica,baixa,violencia_2000
ele disse que tem gente para me fazer sumir se eu for embora,psicologica,alta,violencia_2000
ele faz piadas que expõem minhas vulnerabilidades,moral,baixa,violencia_2000
ele fica de mau humor quando faço planos sem incluí-lo,psicologica,baixa,violencia_2000
meu companheiro me humilha publicamente quando sai com os amigos,moral,media,violencia_2000
"ele me empurrou uma vez leve, faz comentários ruins e não me deixa ter renda própria",mista,baixa,violencia_2000
"meu companheiro me bateu uma vez, me humilha na frente da família e me isola",mista,media,violencia_2000
meu companheiro gravou nossas relações sem meu conhecimento e ameaça divulgar,sexual,alta,violencia_2000
ele me compara com amigas de forma que me deixa para baixo,moral,baixa,violencia_2000
ele ameaçou jogar meu filho pela janela se eu não obedecer,psicologica,alta,violencia_2000
ele destruiu meu caderno de receitas que levei anos para construir,patrimonial,media,violencia_2000
meu marido me difamou para meu irmão inventando que sou usuária de drogas,moral,alta,violencia_2000
meu marido me controla cada gasto e exige recibos de tudo,patrimonial,media,violencia_2000
meu marido não me dá dinheiro para compras pessoais,patrimonial,baixa,violencia_2000
ele me toca em locais que me deixam desconfortável sem pedir permissão,sexual,baixa,violencia_2000
ele me ofende com palavrões na frente dos filhos,moral,media,violencia_2000
meu marido vendeu o apartamento que estava no meu nome sem me consultar,patrimonial,alta,violencia_2000
ele me caluniou dizendo que sou viciada em jogo para me desacreditar,moral,alta,violencia_2000
ele não me deixa pagar cursos presenciais por serem caros,patrimonial,baixa,violencia_2000
ele me torceu o pulso durante a discussão,fisica,media,violencia_2000
meu companheiro espalhador histórias sobre mim para meus filhos adolescentes,moral,alta,violencia_2000
ele destruiu minha horta urbana que era minha fonte de renda alternativa,patrimonial,alta,violencia_2000
meu marido me diz que fui eu que provoquei os conflitos,psicologica,media,violencia_2000
ele faz comentários sobre a vida sexual de outras pessoas que me incomodam,sexual,baixa,violencia_2000
meu marido me obrigou a ter relações mesmo eu tendo febre,sexual,alta,violencia_2000
ele me agrediu fisicamente e me deixou com cicatrizes permanentes,fisica,alta,violencia_2000
"ele me puxou o cabelo, me xinga de vagabunda e não me dá acesso ao dinheiro",mista,media,violencia_2000
ele me agrediu com uma chave de fenda,fisica,alta,violencia_2000
ele faz comentários negativos sobre meu histórico sentimental,moral,baixa,violencia_2000
ele me ameaça de morte toda vez que tento sair de casa,psicologica,alta,violencia_2000
meu companheiro me diz que meu jeito de ser provoca os problemas,psicologica,media,violencia_2000
"ele manipula minha memória, diz que as coisas que eu lembro não aconteceram",psicologica,media,violencia_2000
ele me queimou com cigarro no braço,fisica,alta,violencia_2000
ele quer controlar meu cartão de crédito,patrimonial,baixa,violencia_2000
meu marido me violentou sexualmente repetidas vezes durante nosso casamento,sexual,alta,violencia_2000
meu companheiro quer ter acesso ao meu aplicativo bancário,patrimonial,baixa,violencia_2000
ele criou e compartilhou fake news sobre minha vida,moral,alta,violencia_2000
meu namorado me faz sentir inadequada por não querer o que ele quer,sexual,baixa,violencia_2000
ele me critica pelo que visto quando saímos juntos,moral,baixa,violencia_2000
meu marido faz comentários sobre minha inteligência que me deixam mal,moral,baixa,violencia_2000
meu ex me persegue e fica do lado de fora da minha casa toda noite,psicologica,alta,violencia_2000
ele me xinga quando não consigo fazer algo que ele quer,moral,media,violencia_2000
meu namorado me puxou pelo braço para continuar a discussão,fisica,baixa,violencia_2000
meu marido me caluniou para todos os colegas de trabalho,moral,alta,violencia_2000
ele me disse que se eu for à delegacia eu não voltarei para casa,psicologica,alta,violencia_2000
ele me agarrou pelo pescoço e me levantou do chão,fisica,alta,violencia_2000
meu namorado faz comentários sobre minha aparência que me incomodam,moral,baixa,violencia_2000
ele me deu uma pancada na cabeça com um vaso de planta,fisica,alta,violencia_2000
meu marido não aceita meu não e fica insistindo,sexual,media,violencia_2000
ele me deu um empurrão leve que disse ser brincadeira,fisica,baixa,violencia_2000
"ele me agrediu, destruiu tudo que eu tinha de valor e me ameaça de uma forma que tenho medo",mista,alta,violencia_2000
ele quebrou o espelho do banheiro durante a briga,patrimonial,media,violencia_2000
meu companheiro destruiu todas as fotos da minha família,patrimonial,alta,violencia_2000
ele me puxou pelo braço e me jogou no sofá,fisica,media,violencia_2000
ele me acusou falsamente de roubar dinheiro dos filhos,moral,alta,violencia_2000
ele me humilha na frente dos filhos dizendo que não sirvo para nada,moral,media,violencia_2000
"ele me deu um tapa, me isola da família e me xinga de vagabunda todos os dias",mista,media,violencia_2000
ele me critica pela forma como me expresso em público,moral,baixa,violencia_2000
meu companheiro fica fazendo comentários sobre meu peso de forma sexualizada,sexual,baixa,violencia_2000
meu namorado verifica minha localização GPS a toda hora,psicologica,media,violencia_2000
ele me deu um tapa quando eu fiz uma pergunta que não gostou,fisica,media,violencia_2000
meu companheiro fica com todo o dinheiro do aluguel que recebemos,patrimonial,media,violencia_2000
ele me empurrou e eu bati a cabeça no chão,fisica,media,violencia_2000
ele me diz que não me ama mais quando eu não quero ter relações,sexual,media,violencia_2000
ele me critica de forma que me deixa constrangida às vezes,moral,baixa,violencia_2000
ele me deu uma sacudida nos ombros durante a briga,fisica,baixa,violencia_2000
meu marido não me deixa ter amigos,psicologica,media,violencia_2000
meu companheiro me bateu com a corrente do cachorro,fisica,alta,violencia_2000
"ele me agrediu fisicamente, me forçou a ter relações e me deixou sem dinheiro para os filhos",mista,alta,violencia_2000
ele reclama quando gasto com produtos para cabelo,patrimonial,baixa,violencia_2000
meu marido reclama quando compro algo caro sem pesquisar preço antes,patrimonial,baixa,violencia_2000
fui empurrada contra a porta pelo meu companheiro,fisica,media,violencia_2000
ele quer decidir onde guardar meu dinheiro,patrimonial,baixa,violencia_2000
"ele me empurrou contra a parede, me isola dos amigos e me xinga diariamente",mista,media,violencia_2000
ele pegou o dinheiro do meu FGTS sem minha autorização,patrimonial,alta,violencia_2000
meu namorado me cutucou no ombro com força enquanto falava,fisica,baixa,violencia_2000
ele quebrou a porta do quarto com força durante a briga,patrimonial,media,violencia_2000
meu companheiro me filmou despida sem minha autorização,sexual,alta,violencia_2000
meu companheiro me difamou para toda a família estendida com mentiras,moral,alta,violencia_2000
ele me diz que sou problemática e que qualquer homem fugiria de mim,psicologica,media,violencia_2000
meu companheiro quer controlar meu plano de celular,patrimonial,baixa,violencia_2000
ele me faz sentir que preciso justificar por não querer,sexual,media,violencia_2000
"meu companheiro me verifica o celular, destrói objetos meus e me xinga às vezes",mista,media,violencia_2000
ele vendeu a terra que era herança dos meus pais,patrimonial,alta,violencia_2000
ele me chama de histérica quando reclamo de algo,moral,media,violencia_2000
meu marido me fez ficar devendo pensão que eu não tenho como pagar,patrimonial,alta,violencia_2000
ele destruiu meu equipamento de informática que eu usava para trabalhar em casa,patrimonial,alta,violencia_2000
meu companheiro me forçou a ter relações sem proteção repetidamente,sexual,alta,violencia_2000
ele me deu um empurrão forte que me fez cair,fisica,media,violencia_2000
ele me deu uma paulada nas costas,fisica,alta,violencia_2000
meu marido me critica por tudo que faço em casa,psicologica,media,violencia_2000
"ele me deu um cutucão no ombro, faz comentários sobre minha aparência e controla saídas",mista,baixa,violencia_2000
meu marido me humilha dizendo que estou ficando velha e feia,moral,media,violencia_2000
meu companheiro fica me tocando em locais inadequados quando ninguém está vendo,sexual,baixa,violencia_2000
ele espalhador que sou viciada em álcool para que ninguém me ajude,moral,alta,violencia_2000
ele destrói presentes que minha família me dá,patrimonial,media,violencia_2000
ele me diminui dizendo que sou menos do que ele merecia,moral,media,violencia_2000
ele comenta negativamente sobre minhas opiniões para terceiros,moral,baixa,violencia_2000
meu marido disse que vai machucar minha família se eu não obedecer,psicologica,alta,violencia_2000
ele vendeu os pertences dos nossos filhos sem minha permissão,patrimonial,alta,violencia_2000
ele fica na frente da minha casa com arma na mão me ameaçando,psicologica,alta,violencia_2000
ele me disse que já me vigia há meses sem eu saber,psicologica,alta,violencia_2000
"meu marido me bateu até eu desmaiar, me xinga de louca e me ameaça de morte",mista,alta,violencia_2000
ele usa meu celular sem permissão e apaga mensagens,patrimonial,media,violencia_2000
meu companheiro me diz que só ele sabe o que é bom para mim,psicologica,media,violencia_2000
meu marido me ameaça me abandonar em lugar perigoso se eu reclamar,psicologica,alta,violencia_2000
"ele me empurrou contra a parede, me humilha na frente dos outros e me mantém dependente",mista,media,violencia_2000
meu companheiro diz que minha família só quer me prejudicar,psicologica,media,violencia_2000
ele me enviou fotos de armas com ameaças de morte,psicologica,alta,violencia_2000
meu companheiro quer ver extrato bancário do que eu gasto,patrimonial,baixa,violencia_2000
"ele me empurrou leve, reclama quando gasto e me faz comentários ruins",mista,baixa,violencia_2000
ele reclama quando fico muito tempo no telefone com amigas,psicologica,baixa,violencia_2000
meu companheiro me ameaça dizendo que conhece pessoas perigosas,psicologica,alta,violencia_2000
ele me critica na frente de outras pessoas frequentemente,moral,baixa,violencia_2000
ele faz comentários sobre como as mulheres deveriam ser sexualmente,sexual,baixa,violencia_2000
ele diz que todo homem vai partir para outro lado se eu não ceder,sexual,media,violencia_2000
ele quer controlar meus gastos com transporte,patrimonial,baixa,violencia_2000
ele me diz que eu não consigo nada sem ele,psicologica,media,violencia_2000
ele bloqueou minha conta bancária e eu não consigo acessar,patrimonial,alta,violencia_2000
ele me agarrou pelo braço e me machucou,fisica,media,violencia_2000
meu marido transferiu todo o dinheiro da nossa conta e sumiu,patrimonial,alta,violencia_2000
meu namorado faz piadas sobre minha ingenuidade,moral,baixa,violencia_2000
meu companheiro me diminui dizendo que sou menos capaz que outras,moral,media,violencia_2000
meu namorado me segurou pelo braço para que eu ficasse,fisica,baixa,violencia_2000
meu marido reclama quando compro algo sem o desconto máximo possível,patrimonial,baixa,violencia_2000
ele me disse que fez isso com a ex e pode fazer comigo também,psicologica,alta,violencia_2000
meu marido me forçou a ter relações com dor sem se importar,sexual,alta,violencia_2000
"meu marido me bateu, me humilhou, me isolou e ameaça me fazer sumir se eu for à polícia",mista,alta,violencia_2000
meu marido me segurou pelo pescoço mas sem apertar,fisica,baixa,violencia_2000
meu companheiro destruiu meu equipamento de academia que usava para trabalhar,patrimonial,alta,violencia_2000
ele me tirou meu instrumento de trabalho e não posso mais trabalhar,patrimonial,alta,violencia_2000
ele me atacou com um machado e me cortou o braço,fisica,alta,violencia_2000
"ele me empurrou, me humilha na frente dos outros e me mantém sem acesso ao dinheiro",mista,media,violencia_2000
ele me deu um safanão que me desequilibrou,fisica,media,violencia_2000
ele usa meu benefício social sem minha autorização,patrimonial,media,violencia_2000
meu companheiro me deu uma surra que me deixou hospitalizada por dias,fisica,alta,violencia_2000
meu namorado me humilha dizendo que nunca vou conseguir nada sozinha,moral,media,violencia_2000
"meu marido me espancou, destruiu minha fonte de renda e me ameaça com câmera que instalou em casa",mista,alta,violencia_2000
"ele me empurrou uma vez leve, faz comentários ruins e não me deixa ter dinheiro",mista,baixa,violencia_2000
ele me proíbe de usar transporte público sozinha,psicologica,media,violencia_2000
meu marido me segurou pelo pulso quando tentei pegar minha bolsa,fisica,baixa,violencia_2000
ele faz comentários sobre meu cabelo que me incomodam,psicologica,baixa,violencia_2000
meu marido fica com as notas de compras para controlar meus gastos,patrimonial,media,violencia_2000
ele me xinga de vaca e vagabunda todos os dias,psicologica,media,violencia_2000
meu namorado fica irritado quando dedico tempo ao meu desenvolvimento pessoal,psicologica,baixa,violencia_2000
"meu companheiro me puxou pelo braço, me critica bastante e controla meu salário",mista,baixa,violencia_2000
meu namorado faz comentários que me fazem sentir insegura,psicologica,baixa,violencia_2000
"ele me deu um tapa, destrói coisas minhas e me mantém dependente financeiramente",mista,media,violencia_2000
ele fica de cara feia quando não faço do jeito que ele quer,psicologica,baixa,violencia_2000
ele quer controlar meu limite no cartão de crédito,patrimonial,baixa,violencia_2000
meu companheiro me ameaça jogar meus filhos para o conselho tutelar se eu reclamar,psicologica,alta,violencia_2000
meu marido me deixou sem acesso a qualquer dinheiro durante meses,patrimonial,alta,violencia_2000
meu namorado fica com ciúme de qualquer pessoa que me trata bem,psicologica,media,violencia_2000
meu companheiro me faz sentir que tenho obrigação de estar sempre disponível,sexual,baixa,violencia_2000
ele vendeu fotos minhas sem minha permissão,sexual,alta,violencia_2000
"ele me espancou, me forçou a ter relações e publicou mentiras sobre mim para me destruir",mista,alta,violencia_2000
meu companheiro reclama quando compro algo sem avisar,patrimonial,baixa,violencia_2000
meu companheiro me humilha comparando com outras mulheres,moral,media,violencia_2000
"ele me deu um tapa, me humilha dizendo que não sirvo para nada e me controla",mista,media,violencia_2000
meu namorado me empurrou no trânsito e eu fui atropelada,fisica,alta,violencia_2000
ele me forçou a ter relações logo que cheguei do hospital,sexual,alta,violencia_2000
ele me disse que vai me destruir financeiramente se eu pedir separação,psicologica,alta,violencia_2000
ele me pressiona a compartilhar fotos pessoais que não quero,sexual,baixa,violencia_2000
ele me violentou sexualmente afirmando que eu havia provocado isso,sexual,alta,violencia_2000
ele me ofende com palavrões na frente de outras pessoas,moral,media,violencia_2000
ele me sacudiu com força pela camisa,fisica,media,violencia_2000
meu marido me deu um cutucão no ombro durante a briga,fisica,baixa,violencia_2000
meu marido me pegou pelo pescoço mas não apertou muito,fisica,media,violencia_2000
ele me disse que vai me perseguir pelo resto da vida se eu o deixar,psicologica,alta,violencia_2000
ele me chama de inútil sempre que discutimos,moral,media,violencia_2000
meu companheiro me difamou para profissionais de saúde que me tratam,moral,alta,violencia_2000
ele me forçou a realizar atos sexuais que nunca consenti,sexual,alta,violencia_2000
ele me diz que sou muito ingênua e que precisa me proteger,psicologica,media,violencia_2000
"ele controla onde vou, com quem falo e me agrediu na última discussão",mista,media,violencia_2000
ele me jogou pela escada abaixo e eu perdi o bebê,fisica,alta,violencia_2000
"meu companheiro me agrediu fisicamente, me mantém sem dinheiro e me ameaça com arma de fogo",mista,alta,violencia_2000
meu companheiro me pressiona a ter relações logo que chego do trabalho cansada,sexual,media,violencia_2000
ele me fez gastar todo meu dinheiro com suas dívidas,patrimonial,alta,violencia_2000
ele me forçou a ter relações em troca de dinheiro para pagar conta,sexual,alta,violencia_2000
meu namorado me humilha na frente dos colegas de trabalho,moral,media,violencia_2000
meu companheiro limpou nossa conta poupança antes de fugir,patrimonial,alta,violencia_2000
meu marido destruiu todos os meus documentos e cartão do banco,patrimonial,alta,violencia_2000
meu namorado conta sobre meus erros passados para amigos,moral,baixa,violencia_2000
ele me arrastou pelo braço pela sala,fisica,media,violencia_2000
meu namorado bateu na mesa perto de mim para me assustar,fisica,baixa,violencia_2000
